Rank,Word,Part of Speech,English Translation,Phrase,English Phrase
3337,mozo,nm,"waiter, youth, bellboy",el mozo nos trajo un vaso y una botella,the waiter brought us a glass and a bottle
3338,entusiasmar,v,"to fill with enthusiasm, excite",la idea de irme a Madrid me entusiasma,the idea of going to Madrid excites me
3339,polémica,nf,"polemics, argument",opté por ignorarlo para no iniciar polémica alguna con mis compañeros,I chose to ignore it so that I didn’t start an argument with my colleagues
3340,máscara,nf,mask,en el futuro necesitaremos máscaras de gas por la contaminación,in the future will need gas masks because of the pollution
3341,persecución,nf,"pursuit, persecution",hemos sufrido persecución por la justicia y pérdida de la libertad,we have suffered persecution from the law and loss of liberty
3342,aceptación,nf,"acceptance, approval",uno se contenta con la simple aceptación del destino,one is content with the simple acceptance of fate
3343,adornar,v,"to adorn, to decorate",unas rosas rojas adornan la mesa,some red roses adorn the table
3344,aficionado,nm,"fan, devotee",se ha convertido en la «niña bonita» de los aficionados a la ópera,she as become the darling of opera fans
3345,desviar,v,"to deviate, divert, change",nada nos hará desviar del camino,nothing will make us deviate from the path
3346,aliado,nm,ally,cuando los aliados desembarcaron en Normandía en junio de 1944,when the Allies landed in Normandy in June of 1944
3347,esfera,nf,"sphere, globe",está en las altas esferas de la política,he is in the highest political spheres
3348,presionar,v,"to press, pressure","manipuló los discos y palancas, presionó botones etc.","he handled the disks and levers, pressing buttons etc."
3349,simpático,adj,"nice, likeable, friendly","era muy simpática, muy divertida y muy alegre","she was very likeable, very fun, and very happy"
3350,comerciante,nc,"merchant, businessperson","soy comerciante, vendo cortes de telas","I am a merchant, I sell lengths of cloth"
3351,candidatura,nf,candidacy,había hecho su candidatura para la presidencia de los Estados Unidos,he had run his candidacy for the presidency of the United States
3352,ratificar,v,to ratify,el congreso no ratificó el tratado de límites,congress did not ratify the boundary treaty
3353,turco,adj,Turkish,la tradicional ropa turca es muy bonita,traditional turkish clothing is very beautiful
3354,chiquito,adj,tiny,fue un buen cristiano que oraba desde chiquito,he was a good Christian who prayed since he was small
3355,electricidad,nf,electricity,"sucesivamente, me cortaron el gas, la electricidad y el agua","they cut off my gas, electricity, and water in succession"
3356,culminar,v,"to culminate, accomplish",el colapso del sistema feudal culminó con la derrota del clan Taira,the collapse of the feudal system culminated in the loss of the Taira clan
3357,felicitar,v,to congratulate,te felicito y nos enorgullecemos por tus triunfos,I congratulate you and we are very proud of your triumphs
3358,autorizar,v,"to authorize, legalize",autoricé a mi novio para recoger mi hija,I authorized my boyfriend to pick up my daughter
3359,mariposa,nf,"butterfly, wing nut",la cría de mariposas tropicales es su afición favorita,raising tropical butterflies is his favorite hobby
3360,síntesis,nf,synthesis,hago una síntesis de la suma de muchas ideas,I am making a synthesis from the sum total of a lot of ideas
3361,concesión,nf,"awarding, concession",las medallas de los Juegos de Invierno del año 2002 a Salt Lake City,I attended the awards ceremony for the 2002 Winter Games in Salt Lake City
3362,planteamiento,nm,"proposal, exposition",rechazo el planteamiento de dejar el trabajo y estar sin un centavo,I reject the proposal of quitting my job and being without any money
3363,comodidad,nf,"comfort, convenience",la comodidad de un carro es muy importante,the comfort of a car is very important
3364,parlamentario,adj,parliamentary,la Constitución establecía un sistema parlamentario bicameral,the constitution established a bicameral parliamentary system
3365,ladrillo,nm,brick,se trataba de una moderna construcción de ladrillo rojo,it was a modern red brick building
3366,prioridad,nf,priority,"anotaba temas para cuentos, en orden de prioridad","she used to write themes for stories, in order of priority"
3367,desplegar,v,"to unfold, deploy",el ataque contra la URSS se desplegó desde el océano Glacial Ártico,the attack against the USSR was deployed from the Arctic Ocean
3368,macho,nm,"male, manliness","las suricatas hembras son los líderes, y no los machos",the female meerkats are the leaders and not the males
3369,flaco,adj,"thin, frail",ese perro está flaco y tiene mucha hambre,that dog is thin and terribly hungry
3370,incómodo,adj,uncomfortable,"incluso estar alojando en saco de dormir, incómodo",even staying in a sleeping bag is uncomfortable
3371,estímulo,nm,"stimulus, encouragement",un estímulo muy grande en nuestra sociedad es el dinero,a very big stimulus in our society is money
3372,cumpleaños,nm,birthday,para mi cumpleaños me regalaron un libro muy bueno,for my birthday they gave me a very good book
3373,dieciséis,num,sixteen,tenía entonces dieciséis años y ninguna experiencia del mundo,he was sixteen years old then and with no world experience
3374,campana,nf,bell,sonó la campana para ir a comer,the bell rang to go to eat
3375,navegar,v,"to navigate, sail",buscan vientos para poder navegar a toda vela,they are looking for a wind to navigate at full sail
3376,mojado,adj,wet,no camines en la casa con zapatos mojados,don’t walk in the house with wet shoes
3377,disimular,v,"to disguise, hide, pretend","lo hice muy despacio, para disimular mi inquietud",I did it very slowly to hide my concern
3378,laguna,nf,lagoon,hay un total de 77 canales en el interior de la laguna,there is a total of 77 canals within the lagoon
3379,sumergir,v,"to submerge, plunge",para sumergir el submarino introducen agua en los tanques,they introduce water to the tanks in order to submerge the sumbarine
3380,calendario,nm,calendar,"buscó un calendario del año siguiente, 1918, y marcó un día","he looked for a calendar from the following year, 1918, and marked a day"
3381,rito,nm,"rite, ritual",tuvimos que cumplir con el rito de la cena familiar los domingos,we had to keep up the ritual of having a family dinner on Sundays
3382,muslo,nm,thigh,me duelen los muslos después de hacer ejercicio,my thighs hurt after I excercise
3383,despacio,adj,"slow, slowly",habla un poco más despacio por favor,speak a little more slowly please
3384,ronda,nf,round,serví una ronda de whisky y los miré,I served a round of whisky and I looked at them
3385,enfermero,nm/f,nurse,el enfermero pasó más tiempo conmigo que el doctor,the nurse spent more time with me than the doctor
3386,generalizar,v,"to generalize, popularize","en 1915, Einstein generalizó su hipótesis","in 1915, Einstein popularized his hypothesis"
3387,preferencia,nf,preference,yo tenía preferencia por las letras y no por las ciencias,"I had a preference for the arts, not for the sciences"
3388,delicioso,adj,"delicious, delightful, charming",prepararon un nuevo plato delicioso,they prepared a new delicious dish
3389,soberanía,nf,sovereignty,proporcionaban a Panamá la soberanía sobre la Zona del Canal,Panama was given sovereignty over the Canal area
3390,enojar,v,"to anger, annoy",debemos estar dispuestos a escuchar y ser lentos para enojarnos,we should be prepared to listen and be slow to get angry
3391,aparente,adj,apparent,no hay ningún tipo de cambio aparente o visible,there is no type of apparent or visible change
3392,anónimo,adj,anonymous,me siento anónimo; siempre soy un desconocido,I feel anonymous; I’m always a stranger
3393,melodía,nf,melody,"evocada por la música, la melodía infinita del amor dulce y triste","evoked by the music, the infinite melody of sweet and sad love"
3394,variado,adj,"varied, mixed",hay muchas personas en muy variadas actividades,there are many people in a variety activities
3395,prisionero,nm,prisoner,los prisioneros son conducidos a prisión en rígido desfile,the prisoners are led to the prison in a rigid procession
3396,lazo,nm,"bow, knot, tie, lasso",¿Te hago un lazo?,Shall I tie it in a bow?
3397,tierno,adj,"tender, soft",me encanta el olor de pan tierno,I love the smell of fresh bread
3398,blando,adj,"soft, limp, gentle",era un lecho nada de blando y nada de cómodo,the bed was neither soft nor comfortable
3399,convencional,adj,conventional,quiso que todo fuera convencional y en el viejo estilo,he wanted everything to be conventional and in the old style
3400,ingresos,nm,"income, revenue",los ricos pagan poca o ninguna contribución sobre ingresos,the rich pay little or no property taxes on their income
3401,pretexto,nm,"pretext, excuse",era sólo un pretexto para salir otra vez al mar,it was only an excuse to go to sea again
3402,fatal,adj,"fateful, deadly, awful",lo que has hecho está fatal,what you have done is just awful
3403,sujetar,v,"to fasten, attach, hold",Es un pegamento para sujetar objetos metálicos.,It is a glue that bonds metal objects.
3404,refugio,nm,"shelter, refuge",al mediodía obligaba a buscar refugio a la sombra,at noon I was forced to seek shelter in the shade
